Variable Name,Defintion/ Cluster name,Type of Variable,Date announced,Date of last onset,Missing observations,Source,Dataset,State,District,Category,Status,New Cases,Total cases,Active cases,Tests,ICU admission,Deaths,Recovered
lingkaran_lintang,Lingkaran Lintang,Time-series (numeric),15/1/2021,14/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Klang,workplace,ended,0,25,0,205,0,0,25
lingkaran_maluri,Lingkaran Maluri,Time-series (numeric),30/1/2021,30/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Cheras,workplace,ended,0,35,0,96,0,0,35
lintang_bayan_lepas,Lintang Bayan Lepas,Time-series (numeric),12/3/2021,5/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,"Barat Daya, Timur Laut, Seberang Perai Utara, Seberang Perai Selatan, Seberang Perai Tengah",workplace,ended,0,176,0,749,0,0,176
lintang_kg_jawa,Lintang Kampung Jawa,Time-series (numeric),18/2/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Seberang Perai Selatan, Barat Daya, Timur Laut, Seberang Perai Tengah, Seberang Perai Utara, Bandar Baharu, Baling, Kulim, Kuala Muda",workplace,ended,0,153,0,1550,0,0,153
lintas,Lintas,Time-series (numeric),27/10/2020,11/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu,workplace,ended,0,14,0,33,0,0,14
lintas_seraya,Lintas Seraya,Time-series (numeric),3/1/2021,20/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu & Penampang,community,ended,0,32,0,82,0,0,32
lis_putih,Lis Putih,Time-series (numeric),26/12/2020,27/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Barat Daya,community,ended,0,25,0,139,0,0,25
long,Long,Time-series (numeric),21/10/2020,24/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor & WP Kuala Lumpur,"Hulu Langat, Petaling, Sepang, Titiwangsa, Lembah Pantai & Kepong",community,ended,0,26,0,460,0,0,26
long_jegan,Long Jegan,Time-series (numeric),1/5/2021,17/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Beluru, Miri",education,active,0,94,0,194,0,0,94
long_panji,Long Panji,Time-series (numeric),19/12/2020,27/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Kota Bharu, Machang & Pasir Mas",community,ended,0,17,0,392,0,0,17
long_yunus,Jalan Long Yunus,Time-series (numeric),17/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,"Pasir Puteh, Bachok, Kota Bharu, Pasir Mas",workplace,ended,0,44,0,276,0,0,44
lot1,Lot Satu,Time-series (numeric),18/2/2021,20/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Penampang,workplace,ended,0,14,0,26,0,0,14
lot7,Lot Tujuh,Time-series (numeric),18/2/2021,22/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Penampang & Putatan,workplace,ended,0,18,0,33,0,0,18
lrg_bakau,Lorong Bakau,Time-series (numeric),24/2/2021,10/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Selatan,workplace,ended,0,169,0,299,0,0,169
lrg_bersatu_damai,Lorong Bersatu Damai,Time-series (numeric),10/2/2021,25/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Tuaran, Penampang & Beaufort",highRisk,ended,0,49,0,146,0,2,47
lrg_desa_senadin,Lorong Desa Senadin,Time-series (numeric),26/3/2021,13/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Miri, Mukah, Subis",education,ended,0,49,0,238,0,0,49
lrg_galing,Lorong Galing,Time-series (numeric),3/5/2021,18/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,community,active,0,19,0,250,0,0,19
lrg_karamunsing,Lorong Karamunsing,Time-series (numeric),20/5/2021,6/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Putatan, Penampang, Tuaran, Kota Belud, Beufort, Papar",workplace,active,0,160,0,592,0,0,160
lrg_kilang,Lorong Kilang,Time-series (numeric),9/3/2021,11/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Klang",workplace,ended,0,42,0,420,0,0,42
lrg_kubor,Lorong Kubor,Time-series (numeric),8/5/2021,30/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Pasir Mas,community,active,0,24,0,60,0,1,23
lrg_mawar,Lorong Mawar,Time-series (numeric),7/2/2021,8/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Hilir Perak & Batang Padang,religious,ended,0,15,0,65,0,0,15
lrg_megah_jaya,Lorong Megah Jaya,Time-series (numeric),15/4/2021,22/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan,workplace,ended,0,27,0,104,0,0,27
lrg_mulia,Lorong Mulia,Time-series (numeric),31/3/2021,3/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Johor Bahru,highRisk,ended,0,19,0,100,0,0,19
lrg_murni,Lorong Murni,Time-series (numeric),25/2/2021,14/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Utara,highRisk,ended,0,50,0,114,0,1,49
lrg_nibong,Lorong Nibong,Time-series (numeric),19/3/2021,1/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,"Titiwangsa, Cheras",workplace,ended,0,34,0,45,0,0,34
lrg_sahabat,Lorong Sahabat,Time-series (numeric),10/2/2021,12/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,Kluang,community,ended,0,22,0,27,0,0,22
lrg_tiung,Lorong Tiung,Time-series (numeric),9/5/2021,5/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Kuala Langat, Klang",workplace,active,0,88,0,213,0,0,88
lrg_tmn_ipoh2,Lorong Taman Ipoh Dua,Time-series (numeric),12/5/2021,16/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,"Kinta, Kuala Kangsar",highRisk,active,0,25,0,50,0,5,20
lrg_usaha_utama,Lorong Usaha Utama,Time-series (numeric),19/3/2021,18/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Johor Bahru, Kulai",workplace,ended,0,7,0,37,0,0,7
lrg2,Lorong Dua,Time-series (numeric),5/4/2021,19/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,"Petaling, Kuala Selangor",workplace,ended,0,51,0,342,0,0,51
lubuk_katak,Lubuk Katak,Time-series (numeric),4/5/2021,24/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Batang Padang,education,active,0,46,0,314,0,2,44
lumut_barat,Lumut Barat,Time-series (numeric),11/1/2021,17/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Perak,Manjung,workplace,ended,0,16,0,125,0,0,16
mad_ayermerbau,"SubTabligh Sri Petaling - Madrasah Bustanul Ulum Abu Bakar, Ayer Merbau",Time-series (numeric),12/4/2020,15/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,Jasin,religious,ended,0,41,0,138,0,0,41
mad_penanti,SubTabligh Sri Petaling - Madrasah Penanti,Time-series (numeric),12/4/2020,20/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang,Seberang Perai Tengah,religious,ended,0,11,0,361,0,0,11
mad_sglui,SubTabligh Sri Petaling - Kampung Sungai Lui,Time-series (numeric),12/4/2020,16/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Hulu Langat,religious,ended,0,211,0,1088,0,0,211
mad_sgsalan,"SubTabligh Sri Petaling - Maahad Darul Uloom Al-Islamia, Sungai Salan",Time-series (numeric),12/4/2020,18/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Jerantut,religious,ended,0,85,0,398,0,0,85
mad_solok_duku,"Madrasah Barokatul Qodiri, Solok Duku",Time-series (numeric),14/5/2020,3/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Melaka,Alor Gajah,religious,ended,0,4,0,131,0,0,4
madai,Madai,Time-series (numeric),28/4/2021,19/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Lahad Datu, Kunak",education,active,0,69,0,1022,0,0,69
mador,Mador,Time-series (numeric),2/1/2021,1/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Meradong & Sibu,community,ended,0,8,0,1238,0,0,8
mahkota,Mahkota,Time-series (numeric),7/11/2020,10/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Kuala Lumpur, WP Putrajaya & Sarawak","Hulu Langat, Kepong, Titiwangsa, Putrajaya & Sibu",community,ended,0,10,0,64,0,0,10
mahkota_height,Mahkota Height,Time-series (numeric),5/5/2021,17/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Kuantan,community,active,0,29,0,253,0,0,29
maju,Maju,Time-series (numeric),21/8/2020,17/8/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Titiwangsa,workplace,ended,0,3,0,675,0,0,3
makekar,Makekar,Time-series (numeric),25/10/2020,7/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Terengganu & Selangor,"Kemaman, Dungun, Kuala Terengganu, Marang, Besut, Kuala Nerus & Klang",workplace,ended,0,62,0,5291,0,0,62
makmur,Makmur,Time-series (numeric),20/11/2020,10/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Johor Bahru, Kulai & Batu Pahat",highRisk,ended,0,33,0,1242,0,1,32
malawati,Malawati,Time-series (numeric),7/12/2020,18/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Kuala Selangor,workplace,ended,0,16,0,145,0,0,16
malayan_mansion,SubTabligh Sri Petaling - Malayan Mansion,Time-series (numeric),16/4/2020,26/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,religious,ended,0,13,0,745,0,0,13
mambong ,Mambong,Time-series (numeric),16/7/2020,15/7/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Kuching & Samarahan,workplace,ended,0,7,0,293,0,0,7
mampulut,Mampulut,Time-series (numeric),6/11/2020,25/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Keningau,community,ended,0,101,0,734,0,0,101
mandin_jaya,Mandin Jaya,Time-series (numeric),21/1/2021,5/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,Seberang Perai Utara & Kuala Muda,highRisk,ended,0,43,0,138,0,2,41
manik,Manik,Time-series (numeric),3/1/2021,24/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan & Terengganu,"Kuala Krai, Gua Musang, Machang, Kota Bharu, Tanah Merah & Dungun",community,ended,0,101,0,527,0,0,101
maran_cons,Syarikat Pembinaan Jalan Maran,Time-series (numeric),31/5/2020,31/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Maran,workplace,ended,0,2,0,48,0,0,2
maran_timber,Kilang Papan Maran,Time-series (numeric),31/5/2020,31/5/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pahang,Maran,workplace,ended,0,6,0,242,0,0,6
maringkan,Maringkan,Time-series (numeric),17/12/2020,3/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Telupid & Ranau,community,ended,0,38,0,428,0,0,38
matambai,Matambai,Time-series (numeric),16/11/2020,17/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Kota Kinabalu & Penampang,detentionCentre,ended,0,98,0,339,0,0,98
may_indah,May Indah,Time-series (numeric),21/12/2020,27/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Timur Laut, Barat Daya, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan & Kulim",workplace,ended,0,34,0,173,0,0,34
mayang,Mayang,Time-series (numeric),18/2/2021,6/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Selangor,Petaling,workplace,ended,0,84,0,84,0,0,84
mayang_pasir,Mayang Pasir,Time-series (numeric),3/2/2021,10/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pulau Pinang, Kedah & Terengganu","Timur Laut, Barat Daya, Seberang Perai Utara, Seperang Perai Tengah, Seberang Perai Selatan, Kulim, Kuala Muda, Baling, Bandar Baharu, Kerian, Besut",workplace,ended,0,645,0,1295,0,0,645
mdr,MDR,Time-series (numeric),17/6/2020,12/6/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Kinabalu, Penampang & Tuaran",highRisk,ended,0,5,0,113,0,1,4
medan_bayan_lepas,Medan Bayan Lepas,Time-series (numeric),9/3/2021,12/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Pulau Pinang & Kedah,"Barat Daya, Timur Laut, Seberang Perai Utara, Seberang Perai Tengah, Seberang Perai Selatan, Kuala Muda, Kulim",workplace,ended,0,205,0,736,0,0,205
medan_idaman,Medan Idaman,Time-series (numeric),11/1/2021,12/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Cheras & Titiwangsa,workplace,ended,0,26,0,85,0,0,26
medan_jasa,Medan Jasa,Time-series (numeric),6/1/2021,27/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor, WP Kuala Lumpur & Perak","Petaling, Klang, Lembah Pantai, Kuala Kangsar",community,ended,0,72,0,150,0,0,72
mediacity,Mediacity,Time-series (numeric),18/2/2021,25/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & WP Putrajaya,"Titiwangsa, Cheras, Lembah Pantai & Putrajaya",workplace,ended,0,20,0,629,0,0,20
megah,Megah,Time-series (numeric),24/10/2020,31/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,Sandakan & Kota Kinabalu,community,ended,0,29,0,65,0,1,28
melamam,Melamam,Time-series (numeric),18/3/2021,26/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Sipitang, Beaufort",education,ended,0,21,0,287,0,0,21
melangkap_tomis,Melangkap Tomis,Time-series (numeric),15/4/2021,27/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sabah,"Kota Belud, Tuaran, Penampang",community,active,0,20,0,290,0,0,20
melati,Melati,Time-series (numeric),21/10/2020,9/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, Selangor, Pahang & Perak","Titiwangsa, Kepong, Cheras, Klang,  Petaling, Hulu Langat, Kuantan & Hilir Perak",workplace,ended,0,77,0,398,0,1,76
meldrum,Meldrum,Time-series (numeric),30/10/2020,1/11/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Johor,"Johor Bahru, Kota Tinggi & Tangkak",community,ended,0,7,0,369,0,0,7
melikai,Melikai,Time-series (numeric),22/5/2021,16/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Sabah, WP Labuan","Kuala Penyu, Labuan",community,active,0,31,0,386,0,1,30
melor,Melor,Time-series (numeric),10/3/2021,13/3/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,Pusa,community,ended,0,15,0,335,0,0,15
melugu,Melugu,Time-series (numeric),28/4/2021,28/5/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Sarawak,"Sri Aman, Lubok Antu",education,active,0,120,0,582,0,0,120
mempaga1,Mempaga Satu,Time-series (numeric),23/4/2021,30/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pahang, Selangor","Bentong, Maran, Kuantan, Petaling",education,active,0,51,0,223,0,0,51
menara,Menara,Time-series (numeric),17/10/2020,30/10/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Selangor,  WP Kuala Lumpur, WP Putrajaya, Perak, Terengganu & Melaka","Hulu Langat, Petaling, Gombak, Klang, Sepang, Kuala Langat, Cheras, Titiwangsa, Lembah Pantai, WP Putrajaya, Larut Matang, Selama, Kuala Nerus & Melaka Tengah",workplace,ended,0,85,0,548,0,0,85
menara_jln_putra,Menara Jalan Putra,Time-series (numeric),14/5/2021,7/6/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"Pahang, Terengganu","Kuantan, Hulu Terengganu",workplace,active,0,113,0,882,0,0,113
menara_plaza_city1,SubTabligh Sri Petaling - Menara Plaza City One,Time-series (numeric),7/4/2020,19/3/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur,Lembah Pantai,religious,ended,0,55,0,1986,0,1,54
menara_sri,Menara Sri,Time-series (numeric),28/12/2020,27/2/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,WP Kuala Lumpur & Perak,"Cheras, Kepong, Lembah Pantai, Titiwangsa & Kerian",workplace,ended,0,72,0,135,0,0,72
menara_wang,Menara Wang,Time-series (numeric),23/12/2020,3/1/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,"WP Kuala Lumpur, Selangor & Pahang","Lembah Pantai, Cheras, Titiwangsa, Kepong, Petaling, Klang, Sepang, Hulu Langat, Maran & Kuantan",workplace,ended,0,41,0,458,0,0,41
mengkebang,Mengkebang,Time-series (numeric),22/4/2021,21/4/2021,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan,Kuala Krai,education,ended,0,21,0,178,0,0,21
mengketil,Mengketil,Time-series (numeric),17/11/2020,8/12/2020,Nil,"Director General, Ministry  of Health Malaysia, Daily Press Release",clusters_timeseries,Kelantan & Terengganu,"Kota Bharu, Machang, Tanah Merah, Kuala Krai, Pasir Mas & Besut",community,ended,0,92,0,2103,0,1,91
